fixture_id,date,home_team,away_team,home_score,away_score,status
923765,2022-10-30T14:30:00+00:00,Levadiakos,Atromitos,2,1,Match Finished
923761,2022-10-30T17:30:00+00:00,AEK Athens FC,PAOK,2,0,Match Finished
923762,2022-10-30T18:30:00+00:00,Aris Thessalonikis,OFI,1,1,Match Finished
923767,2022-10-31T16:00:00+00:00,PAS Giannina,Asteras Tripolis,2,1,Match Finished
923774,2022-11-05T13:45:00+00:00,Lamia,Volos NFC,2,2,Match Finished
923770,2022-11-05T16:30:00+00:00,OFI,Ionikos,0,2,Match Finished
923769,2022-11-05T17:00:00+00:00,Atromitos,Aris Thessalonikis,0,0,Match Finished
923773,2022-11-05T19:00:00+00:00,PAOK,PAS Giannina,2,0,Match Finished
923772,2022-11-06T14:00:00+00:00,Panetolikos,Levadiakos,0,0,Match Finished
923771,2022-11-06T17:30:00+00:00,Panathinaikos,Olympiakos Piraeus,1,1,Match Finished
923768,2022-11-06T18:30:00+00:00,Asteras Tripolis,AEK Athens FC,1,1,Match Finished
923776,2022-11-08T18:00:00+00:00,Aris Thessalonikis,Lamia,5,0,Match Finished
923781,2022-11-09T15:00:00+00:00,Panetolikos,Panathinaikos,0,1,Match Finished
923777,2022-11-09T16:00:00+00:00,Atromitos,Asteras Tripolis,2,0,Match Finished
923775,2022-11-09T18:00:00+00:00,AEK Athens FC,OFI,3,0,Match Finished
923780,2022-11-09T18:00:00+00:00,Levadiakos,Olympiakos Piraeus,0,1,Match Finished
923778,2022-11-10T17:00:00+00:00,Volos NFC,PAS Giannina,2,1,Match Finished
923779,2022-11-10T19:30:00+00:00,Ionikos,PAOK,0,3,Match Finished
923787,2022-11-13T14:00:00+00:00,PAS Giannina,Aris Thessalonikis,0,4,Match Finished
923785,2022-11-13T15:15:00+00:00,Panathinaikos,Atromitos,2,0,Match Finished
923788,2022-11-13T16:00:00+00:00,Lamia,Panetolikos,1,3,Match Finished
923783,2022-11-13T17:30:00+00:00,Olympiakos Piraeus,AEK Athens FC,0,0,Match Finished
923786,2022-11-13T19:30:00+00:00,PAOK,Volos NFC,3,0,Match Finished
923782,2022-11-14T16:00:00+00:00,Asteras Tripolis,Ionikos,1,0,Match Finished
923784,2022-11-14T17:30:00+00:00,OFI,Levadiakos,2,1,Match Finished
923792,2022-12-21T13:00:00+00:00,Levadiakos,Aris Thessalonikis,1,1,Match Finished
923789,2022-12-21T15:00:00+00:00,AEK Athens FC,Lamia,3,0,Match Finished
923790,2022-12-21T15:00:00+00:00,Asteras Tripolis,Volos NFC,0,0,Match Finished
923795,2022-12-21T18:00:00+00:00,PAS Giannina,Olympiakos Piraeus,2,2,Match Finished
923791,2022-12-21T19:30:00+00:00,Ionikos,Panathinaikos,1,1,Match Finished
923793,2022-12-22T15:00:00+00:00,OFI,Atromitos,0,1,Match Finished
923794,2022-12-22T17:30:00+00:00,Panetolikos,PAOK,0,2,Match Finished
923799,2022-12-28T15:00:00+00:00,Levadiakos,Ionikos,1,0,Match Finished
923800,2022-12-28T16:00:00+00:00,Olympiakos Piraeus,Asteras Tripolis,5,0,Match Finished
923798,2022-12-28T17:30:00+00:00,Volos NFC,AEK Athens FC,0,4,Match Finished
923797,2022-12-28T18:00:00+00:00,Atromitos,PAOK,1,1,Match Finished
923801,2022-12-28T19:30:00+00:00,Panathinaikos,OFI,1,1,Match Finished
923796,2022-12-29T16:00:00+00:00,Aris Thessalonikis,Panetolikos,1,0,Match Finished
923802,2022-12-29T16:30:00+00:00,Lamia,PAS Giannina,1,1,Match Finished
923805,2023-01-03T14:30:00+00:00,OFI,Volos NFC,0,0,Match Finished
923716,2023-01-03T15:00:00+00:00,Levadiakos,Panathinaikos,0,1,Match Finished
923809,2023-01-03T18:00:00+00:00,PAS Giannina,AEK Athens FC,2,1,Match Finished
923804,2023-01-03T19:30:00+00:00,Ionikos,Olympiakos Piraeus,0,2,Match Finished
923803,2023-01-04T15:00:00+00:00,Asteras Tripolis,Lamia,3,0,Match Finished
923807,2023-01-04T16:00:00+00:00,Panetolikos,Atromitos,2,0,Match Finished
923808,2023-01-04T18:00:00+00:00,PAOK,Aris Thessalonikis,1,0,Match Finished
923814,2023-01-07T15:30:00+00:00,Levadiakos,PAS Giannina,1,3,Match Finished
923816,2023-01-07T17:30:00+00:00,Lamia,PAOK,0,3,Match Finished
923813,2023-01-08T14:00:00+00:00,Volos NFC,Olympiakos Piraeus,0,4,Match Finished
923812,2023-01-08T15:00:00+00:00,Atromitos,Ionikos,2,0,Match Finished
923811,2023-01-08T17:00:00+00:00,Aris Thessalonikis,Asteras Tripolis,3,0,Match Finished
923810,2023-01-08T17:30:00+00:00,AEK Athens FC,Panathinaikos,1,0,Match Finished
923815,2023-01-09T15:00:00+00:00,Panetolikos,OFI,0,4,Match Finished
923823,2023-01-14T15:00:00+00:00,Lamia,Atromitos,1,1,Match Finished
923821,2023-01-14T18:00:00+00:00,PAOK,OFI,0,0,Match Finished
923817,2023-01-15T14:00:00+00:00,AEK Athens FC,Panetolikos,4,1,Match Finished
923818,2023-01-15T15:00:00+00:00,Asteras Tripolis,Levadiakos,0,0,Match Finished
923820,2023-01-15T17:30:00+00:00,Olympiakos Piraeus,Aris Thessalonikis,1,0,Match Finished
923822,2023-01-15T18:30:00+00:00,PAS Giannina,Panathinaikos,0,1,Match Finished
923819,2023-01-16T17:30:00+00:00,Ionikos,Volos NFC,0,1,Match Finished
923830,2023-01-20T18:30:00+00:00,Panetolikos,PAS Giannina,1,1,Match Finished
923828,2023-01-21T15:00:00+00:00,OFI,Asteras Tripolis,1,0,Match Finished
923824,2023-01-21T18:00:00+00:00,Aris Thessalonikis,Volos NFC,3,0,Match Finished
923826,2023-01-22T14:00:00+00:00,Ionikos,AEK Athens FC,1,2,Match Finished
923827,2023-01-22T15:00:00+00:00,Levadiakos,Lamia,0,0,Match Finished
923829,2023-01-22T17:30:00+00:00,Panathinaikos,PAOK,0,3,Match Finished
923825,2023-01-22T18:30:00+00:00,Atromitos,Olympiakos Piraeus,1,1,Match Finished
923833,2023-01-28T17:30:00+00:00,Volos NFC,Panetolikos,2,3,Match Finished
923836,2023-01-28T18:00:00+00:00,PAS Giannina,Atromitos,1,1,Match Finished
923834,2023-01-29T14:00:00+00:00,Olympiakos Piraeus,OFI,2,1,Match Finished
923831,2023-01-29T17:30:00+00:00,AEK Athens FC,Aris Thessalonikis,3,0,Match Finished
923835,2023-01-30T16:00:00+00:00,PAOK,Levadiakos,3,2,Match Finished
923837,2023-01-30T17:30:00+00:00,Lamia,Ionikos,0,2,Match Finished
923832,2023-01-30T19:00:00+00:00,Asteras Tripolis,Panathinaikos,1,0,Match Finished
923841,2023-02-04T15:00:00+00:00,OFI,PAS Giannina,0,0,Match Finished
923839,2023-02-04T17:00:00+00:00,Ionikos,Aris Thessalonikis,1,0,Match Finished
923842,2023-02-05T15:00:00+00:00,Panathinaikos,Lamia,2,0,Match Finished
923843,2023-02-05T18:00:00+00:00,Panetolikos,Asteras Tripolis,0,0,Match Finished
923844,2023-02-05T18:30:00+00:00,PAOK,Olympiakos Piraeus,0,0,Match Finished
923840,2023-02-06T14:00:00+00:00,Levadiakos,Volos NFC,0,3,Match Finished
923850,2023-02-11T18:00:00+00:00,PAS Giannina,Ionikos,0,0,Match Finished
923848,2023-02-12T14:00:00+00:00,Volos NFC,Atromitos,2,1,Match Finished
923846,2023-02-12T18:00:00+00:00,Aris Thessalonikis,Panathinaikos,1,2,Match Finished
923851,2023-02-13T15:00:00+00:00,Lamia,OFI,1,4,Match Finished
923847,2023-02-13T16:00:00+00:00,Asteras Tripolis,PAOK,2,2,Match Finished
923845,2023-02-13T16:30:00+00:00,AEK Athens FC,Levadiakos,3,0,Match Finished
923849,2023-02-13T19:00:00+00:00,Olympiakos Piraeus,Panetolikos,6,1,Match Finished
923855,2023-02-18T15:00:00+00:00,Panathinaikos,Volos NFC,2,0,Match Finished
923852,2023-02-18T18:00:00+00:00,Asteras Tripolis,PAS Giannina,1,1,Match Finished
923858,2023-02-19T14:00:00+00:00,Lamia,Olympiakos Piraeus,0,3,Match Finished
923856,2023-02-19T17:30:00+00:00,Panetolikos,Ionikos,1,0,Match Finished
923857,2023-02-19T18:30:00+00:00,PAOK,AEK Athens FC,2,0,Match Finished
923853,2023-02-20T16:00:00+00:00,Atromitos,Levadiakos,1,0,Match Finished
923854,2023-02-20T17:30:00+00:00,OFI,Aris Thessalonikis,0,3,Match Finished
923861,2023-02-24T18:00:00+00:00,Volos NFC,Lamia,1,1,Match Finished
923859,2023-02-25T15:30:00+00:00,AEK Athens FC,Asteras Tripolis,2,0,Match Finished
923865,2023-02-25T17:00:00+00:00,PAS Giannina,PAOK,0,0,Match Finished
923864,2023-02-25T18:30:00+00:00,Olympiakos Piraeus,Panathinaikos,0,0,Match Finished
923863,2023-02-26T14:00:00+00:00,Levadiakos,Panetolikos,0,0,Match Finished
923862,2023-02-26T14:00:00+00:00,Ionikos,OFI,0,2,Match Finished
923860,2023-02-26T17:30:00+00:00,Aris Thessalonikis,Atromitos,2,1,Match Finished
923866,2023-03-04T18:00:00+00:00,Asteras Tripolis,Atromitos,1,1,Match Finished
923867,2023-03-05T14:00:00+00:00,Olympiakos Piraeus,Levadiakos,6,0,Match Finished
923871,2023-03-05T15:00:00+00:00,PAS Giannina,Volos NFC,0,1,Match Finished
923872,2023-03-05T15:30:00+00:00,Lamia,Aris Thessalonikis,2,1,Match Finished
